days;alive;dead;new;alive_theo;stadeC_theo;stadeE_theo;stadeF_theo;dead_theo
2018-08-30;35; 0;0;33; 3; 5;25; 2
2018-08-31;35; 0;0;33; 3; 5;25; 2
2018-09-01;37; 0;2;35; 4; 6;25; 2
2018-09-02;38; 0;1;36; 3; 8;25; 2
2018-09-03;39; 0;1;37; 4; 6;27; 2
2018-09-04;40; 0;1;38; 5; 5;28; 2
2018-09-05;41; 0;1;39; 6; 5;28; 2
2018-09-06;25;22;6;45;12; 4;29; 2
2018-09-07;27;22;2;46;14; 4;28; 3
2018-09-08;28;22;1;47;13; 5;29; 3
2018-09-09;28;22;0;47;12; 6;29; 3
2018-09-10;28;22;0;47;11; 6;30; 3
2018-09-11;28;22;0;47;10; 5;32; 3
2018-09-12;28;22;0;45; 9; 6;30; 5
2018-09-13;23;28;1;45; 4;12;29; 6
2018-09-14;23;28;0;43; 2;14;27; 8
2018-09-15;23;28;0;43; 1;15;27; 8
2018-09-16;23;28;0;41; 1;15;25;10
2018-09-17;23;28;0;40; 1;13;26;11
2018-09-18;23;28;0;39; 1;12;26;12
2018-09-19;23;28;0;39; 1;11;27;12
2018-09-20;18;34;1;40; 1;11;28;12
2018-09-21;18;34;0;36; 1;10;25;16
2018-09-22;18;34;0;36; 1; 4;31;16
2018-09-23;18;34;0;33; 1; 2;30;19
2018-09-24;18;34;0;33; 1; 1;31;19
2018-09-25;18;34;0;33; 1; 1;31;19
2018-09-26;16;37;1;31; 2; 1;28;22
2018-09-27;16;37;0;30; 1; 2;27;23
2018-09-28;16;37;0;30; 1; 2;27;23
2018-09-29;16;37;0;28; 1; 1;26;25
2018-09-30;16;37;0;27; 1; 1;25;26
2018-10-01;16;37;0;26; 1; 1;24;27
2018-10-02;16;37;0;26; 1; 1;24;27
2018-10-03; 7;46;0;26; 0; 2;24;27
